,Parking Position,Car Number Plate,Entry Time,Exit Time,Day
267,B170,KL-27-FM-3225,2020-08-07 12:11:36.876951,2020-08-07 14:06:38.876951,Fri
268,B181,CH-51-OH-2449,2020-08-07 12:11:36.939870,2020-08-07 12:32:38.939870,Fri
269,B184,PB-52-MV-8734,2020-08-07 12:11:37.236572,2020-08-07 13:36:29.236572,Fri
270,B188,HP-01-CB-7241,2020-08-07 12:11:37.081879,2020-08-07 12:14:15.081879,Fri
271,B193,DD-23-KP-0120,2020-08-07 12:11:36.946724,2020-08-07 13:38:18.946724,Fri
272,C5,PY-80-JX-3408,2020-08-07 12:11:37.061287,2020-08-07 13:38:11.061287,Fri
273,C8,ML-17-FS-6134,2020-08-07 12:11:36.948992,2020-08-07 12:56:41.948992,Fri
274,C14,TS-61-WR-3328,2020-08-07 12:11:37.129666,2020-08-07 13:57:47.129666,Fri
275,C15,SK-80-IX-2798,2020-08-07 12:11:36.935172,2020-08-07 13:07:49.935172,Fri
276,C16,TS-20-UA-8045,2020-08-07 12:11:37.015291,2020-08-07 14:00:09.015291,Fri
277,C18,UP-49-RE-2723,2020-08-07 12:11:37.146626,2020-08-07 12:50:39.146626,Fri
278,C23,CG-15-KY-7172,2020-08-07 12:11:37.185208,2020-08-07 13:34:12.185208,Fri
279,C24,LD-63-EO-6375,2020-08-07 12:11:37.252415,2020-08-07 13:29:58.252415,Fri
280,C25,UK-90-EM-7511,2020-08-07 12:11:37.151679,2020-08-07 13:27:32.151679,Fri
281,C29,DL-87-UG-9907,2020-08-07 12:11:37.122811,2020-08-07 12:33:11.122811,Fri
282,C41,JK-75-AQ-6919,2020-08-07 12:11:36.991799,2020-08-07 12:39:10.991799,Fri
283,C47,ML-58-XJ-5744,2020-08-07 12:11:36.958750,2020-08-07 13:56:43.958750,Fri
284,C53,TN-62-ZZ-5264,2020-08-07 12:11:37.118141,2020-08-07 12:40:50.118141,Fri
285,C59,PB-44-RF-4526,2020-08-07 12:11:37.040150,2020-08-07 14:02:32.040150,Fri
286,C60,CG-55-II-7895,2020-08-07 12:11:37.168673,2020-08-07 13:24:37.168673,Fri
287,C63,HP-36-XS-2321,2020-08-07 12:11:37.225243,2020-08-07 13:48:17.225243,Fri
288,C70,JK-95-SX-2091,2020-08-07 12:11:37.194273,2020-08-07 12:33:08.194273,Fri
289,C75,CH-40-HI-7177,2020-08-07 12:11:37.271926,2020-08-07 12:46:38.271926,Fri
290,C87,BR-41-VO-4293,2020-08-07 12:11:37.222984,2020-08-07 12:35:08.222984,Fri
291,C101,AR-70-WZ-7219,2020-08-07 12:11:36.895598,2020-08-07 13:28:19.895598,Fri
292,C109,RJ-41-EW-1609,2020-08-07 12:11:37.070406,2020-08-07 13:03:23.070406,Fri
293,C110,SK-69-IL-7377,2020-08-07 12:11:36.980050,2020-08-07 13:40:16.980050,Fri
294,C113,GA-07-XK-8091,2020-08-07 12:11:37.033169,2020-08-07 12:50:50.033169,Fri
295,C126,TR-10-LJ-2669,2020-08-07 12:11:37.241104,2020-08-07 13:49:37.241104,Fri
296,C138,MH-28-WY-2756,2020-08-07 12:11:37.086616,2020-08-07 12:48:31.086616,Fri
297,C140,UK-05-AU-8995,2020-08-07 12:11:37.187486,2020-08-07 12:53:50.187486,Fri
298,C142,TS-62-ST-4689,2020-08-07 12:11:36.999160,2020-08-07 14:02:52.999160,Fri
299,C145,AN-92-PG-8126,2020-08-07 12:11:36.886348,2020-08-07 12:52:19.886348,Fri
300,C152,DD-17-GP-9243,2020-08-07 12:11:37.220724,2020-08-07 13:43:34.220724,Fri
301,C153,HR-39-JS-7322,2020-08-07 12:11:37.234304,2020-08-07 12:28:25.234304,Fri
302,C167,DD-43-RA-2141,2020-08-07 12:11:36.930612,2020-08-07 13:22:59.930612,Fri
303,C169,GA-31-BY-7045,2020-08-07 12:11:37.149405,2020-08-07 13:23:23.149405,Fri
304,C172,KL-11-YX-9860,2020-08-07 12:11:37.238842,2020-08-07 12:45:16.238842,Fri
305,C181,KL-73-HT-5746,2020-08-07 12:11:37.202043,2020-08-07 14:02:09.202043,Fri
306,C182,CG-53-EW-9856,2020-08-07 12:11:37.164022,2020-08-07 12:12:21.164022,Fri
307,C189,HR-45-EM-7247,2020-08-07 12:11:36.984728,2020-08-07 14:02:58.984728,Fri
308,C191,PB-80-XI-6744,2020-08-07 12:11:37.120402,2020-08-07 12:23:33.120402,Fri
309,C192,CG-46-XB-4352,2020-08-07 12:11:37.173698,2020-08-07 13:23:06.173698,Fri
310,C195,KA-76-JR-2207,2020-08-07 12:11:37.136929,2020-08-07 12:36:18.136929,Fri
311,C197,PY-27-JV-1244,2020-08-07 12:11:37.115877,2020-08-07 12:58:02.115877,Fri
312,D1,PY-12-YM-6720,2020-08-07 12:11:37.030823,2020-08-07 12:37:16.030823,Fri
313,D9,MH-49-AT-5332,2020-08-07 12:11:37.091365,2020-08-07 12:47:30.091365,Fri
314,D10,GJ-41-TG-6307,2020-08-07 12:11:36.916236,2020-08-07 13:52:05.916236,Fri
315,D11,AS-74-NK-6820,2020-08-07 12:11:36.909395,2020-08-07 12:25:07.909395,Fri
316,D29,TR-07-CD-2608,2020-08-07 12:11:37.113607,2020-08-07 13:01:57.113607,Fri
317,D30,HP-10-CD-7893,2020-08-07 12:11:37.035453,2020-08-07 13:46:56.035453,Fri
318,D47,UK-94-AG-8757,2020-08-07 12:11:36.865330,2020-08-07 12:51:18.865330,Fri
319,D50,DD-16-PW-1620,2020-08-07 12:11:37.003687,2020-08-07 13:53:15.003687,Fri
320,D53,DD-50-GZ-5597,2020-08-07 12:11:36.994571,2020-08-07 13:34:48.994571,Fri
321,D58,TN-85-ZD-1396,2020-08-07 12:11:36.907111,2020-08-07 13:59:44.907111,Fri
322,D61,SK-16-OA-3657,2020-08-07 12:11:37.247893,2020-08-07 12:45:04.247893,Fri
323,D63,JK-42-CQ-6051,2020-08-07 12:11:37.206566,2020-08-07 14:08:14.206566,Fri
324,D64,DL-21-YQ-2600,2020-08-07 12:11:37.132099,2020-08-07 12:14:48.132099,Fri
325,D67,MP-33-ML-5433,2020-08-07 12:11:37.010717,2020-08-07 13:22:45.010717,Fri
326,D77,MP-87-YS-9274,2020-08-07 12:11:37.044693,2020-08-07 13:34:00.044693,Fri
327,D79,HR-02-FA-5093,2020-08-07 12:11:37.095900,2020-08-07 13:58:41.095900,Fri
328,D83,LA-32-TM-5556,2020-08-07 12:11:37.141927,2020-08-07 12:51:00.141927,Fri
329,D84,LA-47-NU-8570,2020-08-07 12:11:37.037753,2020-08-07 13:09:59.037753,Fri
330,D93,TN-98-EZ-1876,2020-08-07 12:11:37.213428,2020-08-07 13:02:26.213428,Fri
331,D98,LD-60-MF-5519,2020-08-07 12:11:37.042427,2020-08-07 13:59:32.042427,Fri
332,D99,HR-10-CL-8212,2020-08-07 12:11:36.963411,2020-08-07 12:56:46.963411,Fri
333,D100,MH-00-MP-4584,2020-08-07 12:11:36.982424,2020-08-07 14:09:09.982424,Fri
334,D101,MN-36-YQ-0334,2020-08-07 12:11:37.159487,2020-08-07 12:48:24.159487,Fri
335,D108,AN-84-MK-1594,2020-08-07 12:11:37.026165,2020-08-07 12:51:33.026165,Fri
336,D113,GA-01-DQ-7523,2020-08-07 12:11:37.178234,2020-08-07 14:02:17.178234,Fri
337,D116,ML-51-QJ-1708,2020-08-07 12:11:37.055160,2020-08-07 12:19:54.055160,Fri
338,D132,LA-55-WO-7865,2020-08-07 12:11:37.229777,2020-08-07 13:26:00.229777,Fri
339,D135,TN-39-DE-0536,2020-08-07 12:11:37.153952,2020-08-07 13:14:43.153952,Fri
340,D136,SK-24-EF-8625,2020-08-07 12:11:37.204304,2020-08-07 12:52:03.204304,Fri
341,D144,JH-23-YQ-8520,2020-08-07 12:11:36.970717,2020-08-07 14:09:16.970717,Fri
342,D148,PB-71-OG-0532,2020-08-07 12:11:37.093631,2020-08-07 12:36:31.093631,Fri
343,D150,DL-53-YV-8074,2020-08-07 12:11:37.250150,2020-08-07 13:45:56.250150,Fri
344,D156,LD-22-NS-5280,2020-08-07 12:11:36.911700,2020-08-07 12:59:39.911700,Fri
345,D161,TS-07-SK-9195,2020-08-07 12:11:37.084142,2020-08-07 12:49:37.084142,Fri
346,D167,MN-71-HY-4002,2020-08-07 12:11:37.156231,2020-08-07 13:15:31.156231,Fri
347,D172,PY-80-UZ-1722,2020-08-07 12:11:37.266682,2020-08-07 13:16:33.266682,Fri
348,D177,DL-78-FX-7244,2020-08-07 12:11:37.216191,2020-08-07 13:22:35.216191,Fri
349,D181,CH-67-VK-7694,2020-08-07 12:11:36.891063,2020-08-07 13:45:02.891063,Fri
350,D190,MH-88-EU-1706,2020-08-07 12:11:36.913972,2020-08-07 13:41:15.913972,Fri
351,D191,KL-54-WG-3756,2020-08-07 12:11:37.057998,2020-08-07 12:41:15.057998,Fri
352,D192,DL-70-OH-8826,2020-08-07 12:11:37.052185,2020-08-07 14:03:24.052185,Fri
353,D194,HR-52-RM-4472,2020-08-07 12:11:36.919001,2020-08-07 12:57:33.919001,Fri
354,D198,BR-59-MU-1496,2020-08-07 12:11:36.977780,2020-08-07 13:16:29.977780,Fri
355,A4,KA-82-HL-8577,2020-08-07 12:11:40.682270,2020-08-07 12:40:05.682270,Fri
356,A5,MH-21-LO-8567,2020-08-07 12:11:40.587595,2020-08-07 13:46:43.587595,Fri
357,A12,AS-41-EH-7335,2020-08-07 12:11:40.730860,2020-08-07 13:54:18.730860,Fri
358,A13,GJ-44-TM-3022,2020-08-07 12:11:40.585319,2020-08-07 12:34:01.585319,Fri
359,A18,HP-92-XF-9839,2020-08-07 12:11:40.906978,2020-08-07 13:27:56.906978,Fri
360,A21,DL-19-SU-4252,2020-08-07 12:11:40.677683,2020-08-07 12:17:13.677683,Fri
361,A30,HP-40-GZ-4910,2020-08-07 12:11:40.557649,2020-08-07 13:14:41.557649,Fri
362,A32,DL-45-UY-8296,2020-08-07 13:50:02.046968,2020-08-07 15:35:50.046968,Fri
363,A36,JH-51-DH-5429,2020-08-07 12:11:40.626412,2020-08-07 13:36:35.626412,Fri
364,A39,TN-17-SM-6490,2020-08-07 12:11:40.505235,2020-08-07 12:34:29.505235,Fri
365,A40,MZ-42-AU-3133,2020-08-07 12:11:40.592412,2020-08-07 12:26:12.592412,Fri
366,A42,LA-76-RH-7916,2020-08-07 13:33:21.022932,2020-08-07 15:11:47.022932,Fri
367,A49,AN-97-LU-2872,2020-08-07 12:11:40.720378,2020-08-07 13:36:31.720378,Fri
368,A53,GA-74-CW-7269,2020-08-07 12:11:40.665098,2020-08-07 13:47:33.665098,Fri
369,A60,CH-49-NE-0246,2020-08-07 14:02:07.944453,2020-08-07 14:05:54.944453,Fri
370,A65,MZ-76-VC-2315,2020-08-07 12:11:40.672948,2020-08-07 13:33:44.672948,Fri
371,A70,LA-40-AB-5581,2020-08-07 12:11:40.660461,2020-08-07 13:47:42.660461,Fri
372,A86,PB-57-GL-3358,2020-08-07 12:11:40.679980,2020-08-07 13:44:08.679980,Fri
373,A88,AR-58-GV-2731,2020-08-07 12:11:40.818166,2020-08-07 12:22:04.818166,Fri
374,A89,TS-65-CZ-4179,2020-08-07 12:11:40.566023,2020-08-07 13:26:54.566023,Fri
375,A92,MZ-16-LM-8618,2020-08-07 12:11:40.548398,2020-08-07 13:47:41.548398,Fri
376,A97,AP-82-JS-2511,2020-08-07 13:59:13.028543,2020-08-07 14:50:08.028543,Fri
377,A119,MP-75-CL-3458,2020-08-07 12:11:40.512681,2020-08-07 12:59:58.512681,Fri
378,A120,AN-60-RK-9083,2020-08-07 12:24:50.227512,2020-08-07 13:47:55.227512,Fri
379,A123,JK-53-KA-7252,2020-08-07 12:11:40.692045,2020-08-07 12:24:25.692045,Fri
380,A129,LD-62-JM-2029,2020-08-07 12:11:40.595223,2020-08-07 12:40:57.595223,Fri
381,A130,JH-61-GS-0264,2020-08-07 13:18:28.888766,2020-08-07 13:37:44.888766,Fri
382,A131,HR-44-CO-3765,2020-08-07 12:11:40.553050,2020-08-07 14:08:03.553050,Fri
383,A137,PY-08-YP-9868,2020-08-07 12:11:40.872826,2020-08-07 12:50:31.872826,Fri
384,A139,WB-83-DD-4903,2020-08-07 12:11:40.657961,2020-08-07 12:52:55.657961,Fri
385,A144,OD-86-EX-1345,2020-08-07 12:11:40.580739,2020-08-07 13:50:26.580739,Fri
386,A156,BR-90-JV-7710,2020-08-07 12:11:40.495722,2020-08-07 12:44:55.495722,Fri
387,A166,HR-03-LE-9286,2020-08-07 12:11:40.921777,2020-08-07 13:12:50.921777,Fri
388,A168,KL-42-MI-5750,2020-08-07 12:11:40.839854,2020-08-07 13:31:52.839854,Fri
389,A171,UK-54-SW-6970,2020-08-07 12:11:40.493272,2020-08-07 14:08:53.493272,Fri
390,A173,TR-36-XT-4292,2020-08-07 12:11:40.786514,2020-08-07 12:29:28.786514,Fri
391,A176,BR-73-LI-9880,2020-08-07 12:11:40.885040,2020-08-07 12:45:12.885040,Fri
392,A179,JK-82-OB-6183,2020-08-07 12:11:40.546108,2020-08-07 13:07:26.546108,Fri
393,A181,AP-68-KZ-0817,2020-08-07 12:11:40.862522,2020-08-07 13:27:02.862522,Fri
394,A186,JK-00-KC-8445,2020-08-07 12:11:40.902384,2020-08-07 12:14:14.902384,Fri
395,A190,PY-97-WC-2526,2020-08-07 12:11:40.614475,2020-08-07 13:38:13.614475,Fri
396,A193,KL-21-GC-5799,2020-08-07 14:04:51.166386,2020-08-07 14:06:09.166386,Fri
397,A198,LD-50-VI-5815,2020-08-07 12:11:40.762354,2020-08-07 12:58:20.762354,Fri
398,A199,UP-81-UT-3629,2020-08-07 12:11:40.621399,2020-08-07 13:45:24.621399,Fri
399,B3,OD-23-JO-5284,2020-08-07 13:53:26.902398,2020-08-07 15:33:13.902398,Fri
400,B12,KA-44-ND-0265,2020-08-07 13:02:14.869265,2020-08-07 14:48:41.869265,Fri
401,B15,TS-19-WL-1122,2020-08-07 12:11:40.662767,2020-08-07 13:33:21.662767,Fri
402,B30,LA-50-KW-8388,2020-08-07 12:24:57.954012,2020-08-07 13:41:17.954012,Fri
403,B31,CG-22-UM-6532,2020-08-07 12:11:40.631022,2020-08-07 12:42:41.631022,Fri
404,B36,MH-89-WT-5829,2020-08-07 12:11:40.619106,2020-08-07 12:43:35.619106,Fri
405,B43,AR-70-MF-2080,2020-08-07 12:11:40.813564,2020-08-07 12:47:53.813564,Fri
406,B44,TR-29-TE-7352,2020-08-07 13:24:14.956429,2020-08-07 13:46:28.956429,Fri
407,B46,MP-68-IS-0386,2020-08-07 13:28:12.211156,2020-08-07 13:50:22.211156,Fri
408,B52,AS-54-NK-6206,2020-08-07 12:11:40.589869,2020-08-07 13:54:35.589869,Fri
409,B54,AP-50-ES-8899,2020-08-07 13:10:37.259266,2020-08-07 13:27:35.259266,Fri
410,B55,KL-87-RT-8953,2020-08-07 12:11:40.604791,2020-08-07 13:37:02.604791,Fri
411,B61,SK-98-TS-4959,2020-08-07 12:11:40.860233,2020-08-07 13:33:00.860233,Fri
412,B63,GJ-70-TY-8295,2020-08-07 12:11:40.847761,2020-08-07 12:54:26.847761,Fri
413,B65,TN-51-WD-0387,2020-08-07 12:11:40.578442,2020-08-07 14:00:47.578442,Fri
414,B68,AP-65-MZ-2465,2020-08-07 12:11:40.538980,2020-08-07 13:59:06.538980,Fri
415,B73,HP-82-OH-0511,2020-08-07 12:11:40.645888,2020-08-07 13:02:05.645888,Fri
416,B92,KA-71-CR-3765,2020-08-07 12:11:40.563202,2020-08-07 12:57:24.563202,Fri
417,B105,HP-79-EH-6571,2020-08-07 12:11:40.698769,2020-08-07 12:49:43.698769,Fri
418,B109,UK-52-XK-7208,2020-08-07 12:11:40.756551,2020-08-07 13:56:43.756551,Fri
419,B111,TR-20-BD-5459,2020-08-07 12:11:40.524298,2020-08-07 13:30:12.524298,Fri
420,B113,MP-87-PJ-0554,2020-08-07 12:11:40.687375,2020-08-07 13:12:12.687375,Fri
421,B119,AS-83-AD-9432,2020-08-07 12:11:40.857383,2020-08-07 14:06:23.857383,Fri
422,B121,AR-74-QU-5282,2020-08-07 12:11:40.775156,2020-08-07 12:31:57.775156,Fri
423,B122,GJ-31-HM-4628,2020-08-07 12:29:05.893333,2020-08-07 14:03:37.893333,Fri
424,B126,JH-44-ST-4042,2020-08-07 12:11:40.669678,2020-08-07 13:52:53.669678,Fri
425,B130,KA-27-CW-3676,2020-08-07 12:11:40.628726,2020-08-07 13:46:04.628726,Fri
426,B131,DD-17-JY-2332,2020-08-07 13:09:10.110833,2020-08-07 14:51:23.110833,Fri
427,B133,LD-12-RA-8155,2020-08-07 12:11:40.894958,2020-08-07 12:51:38.894958,Fri
428,B136,TN-14-UX-8159,2020-08-07 12:11:40.485641,2020-08-07 12:57:23.485641,Fri
429,B139,AR-59-IP-0828,2020-08-07 12:11:40.870524,2020-08-07 14:07:27.870524,Fri
430,B149,UK-27-FG-2968,2020-08-07 12:11:40.695844,2020-08-07 14:00:47.695844,Fri
431,B153,KL-17-TP-6960,2020-08-07 12:11:40.875112,2020-08-07 12:27:07.875112,Fri
432,B155,HR-77-OZ-7888,2020-08-07 12:11:40.583036,2020-08-07 12:44:33.583036,Fri
433,B156,TR-53-TZ-0239,2020-08-07 13:50:48.989492,2020-08-07 14:12:15.989492,Fri
434,B159,TN-80-PU-4980,2020-08-07 12:11:40.550727,2020-08-07 12:59:49.550727,Fri
435,B163,ML-14-UI-5272,2020-08-07 12:11:40.616814,2020-08-07 12:58:19.616814,Fri
436,B165,WB-63-GK-0828,2020-08-07 12:11:40.815877,2020-08-07 13:10:23.815877,Fri
437,B168,SK-74-GD-9270,2020-08-07 12:11:40.573333,2020-08-07 13:22:19.573333,Fri
438,B173,AN-59-IU-6277,2020-08-07 12:11:40.747587,2020-08-07 13:33:26.747587,Fri
439,B175,MP-24-DQ-2520,2020-08-07 12:11:40.909273,2020-08-07 13:56:27.909273,Fri
440,B178,KL-07-WC-6035,2020-08-07 12:11:40.602495,2020-08-07 12:48:53.602495,Fri
441,B180,WB-42-PO-6738,2020-08-07 12:11:40.791104,2020-08-07 13:14:09.791104,Fri
442,B189,GA-28-GY-1026,2020-08-07 12:11:40.685044,2020-08-07 12:21:45.685044,Fri
443,B196,AR-57-EX-4903,2020-08-07 12:11:40.835272,2020-08-07 12:23:28.835272,Fri
444,B197,HR-13-TT-3652,2020-08-07 12:11:40.855055,2020-08-07 12:38:11.855055,Fri
445,C13,BR-02-OP-6250,2020-08-07 12:11:40.543807,2020-08-07 12:58:34.543807,Fri
446,C14,PB-86-YL-6531,2020-08-07 14:07:47.129666,2020-08-07 15:15:41.129666,Fri
447,C19,MZ-63-ME-0487,2020-08-07 12:11:40.480661,2020-08-07 12:38:03.480661,Fri
448,C30,JK-83-HC-7395,2020-08-07 12:11:40.526923,2020-08-07 12:57:12.526923,Fri
449,C32,HR-43-AN-1231,2020-08-07 12:11:40.534037,2020-08-07 12:50:04.534037,Fri
450,C38,PY-85-GD-9420,2020-08-07 12:11:40.892672,2020-08-07 12:27:27.892672,Fri
451,C41,GJ-06-SS-4872,2020-08-07 12:49:10.991799,2020-08-07 13:20:40.991799,Fri
452,C45,GJ-65-RB-9410,2020-08-07 12:11:40.568302,2020-08-07 14:03:57.568302,Fri
453,C51,TS-56-VA-5979,2020-08-07 12:11:40.750470,2020-08-07 12:47:02.750470,Fri
454,C53,AN-91-ZE-9660,2020-08-07 12:50:50.118141,2020-08-07 14:29:12.118141,Fri
455,C54,TS-66-AB-1014,2020-08-07 12:11:40.823113,2020-08-07 13:23:31.823113,Fri
456,C56,CH-77-HP-8124,2020-08-07 12:11:40.502880,2020-08-07 13:14:25.502880,Fri
457,C62,UK-20-RH-0339,2020-08-07 12:11:40.781586,2020-08-07 13:41:33.781586,Fri
458,C64,HP-79-TG-1917,2020-08-07 12:11:40.879972,2020-08-07 12:53:03.879972,Fri
459,C70,BR-56-SK-4835,2020-08-07 12:43:08.194273,2020-08-07 14:05:23.194273,Fri
460,C75,KL-85-CA-3924,2020-08-07 12:56:38.271926,2020-08-07 13:11:39.271926,Fri
461,C76,PY-76-PW-9912,2020-08-07 12:11:40.914338,2020-08-07 13:35:31.914338,Fri
462,C82,UK-35-EC-7567,2020-08-07 12:11:40.483118,2020-08-07 13:00:00.483118,Fri
463,C88,AR-77-GV-4185,2020-08-07 12:11:40.471215,2020-08-07 12:57:23.471215,Fri
464,C91,RJ-41-EV-3474,2020-08-07 12:11:40.828013,2020-08-07 13:48:03.828013,Fri
465,C93,KA-51-EU-7396,2020-08-07 12:11:40.653069,2020-08-07 12:46:04.653069,Fri
466,C94,LD-17-KP-6698,2020-08-07 12:11:40.882750,2020-08-07 12:14:15.882750,Fri
467,C99,GJ-64-NM-5682,2020-08-07 12:11:40.507618,2020-08-07 14:01:32.507618,Fri
468,C101,AP-82-IC-9467,2020-08-07 13:38:19.895598,2020-08-07 14:28:30.895598,Fri
469,C103,TS-41-AI-9219,2020-08-07 12:11:40.832883,2020-08-07 13:54:03.832883,Fri
470,C111,DD-32-VI-2091,2020-08-07 12:11:40.804033,2020-08-07 13:49:17.804033,Fri
471,C116,GJ-21-GB-1823,2020-08-07 12:11:40.597571,2020-08-07 14:07:48.597571,Fri
472,C121,MH-51-ZH-8330,2020-08-07 12:11:40.887330,2020-08-07 13:37:01.887330,Fri
473,C127,TR-56-MC-5672,2020-08-07 12:11:40.498121,2020-08-07 13:12:52.498121,Fri
474,C128,TS-80-BZ-8636,2020-08-07 12:11:40.842142,2020-08-07 12:20:15.842142,Fri
475,C136,RJ-34-QG-1665,2020-08-07 12:11:40.612177,2020-08-07 13:33:45.612177,Fri
476,C149,HP-45-OE-3998,2020-08-07 12:11:40.811222,2020-08-07 13:15:02.811222,Fri
477,C150,AS-21-RH-7486,2020-08-07 12:11:40.704504,2020-08-07 12:57:07.704504,Fri
478,C157,SK-96-EV-6973,2020-08-07 12:11:40.765224,2020-08-07 13:14:09.765224,Fri
479,C160,KA-29-DF-6972,2020-08-07 12:11:40.641104,2020-08-07 13:54:33.641104,Fri
480,C170,KL-84-YB-7786,2020-08-07 12:11:40.912054,2020-08-07 12:23:05.912054,Fri
481,C176,BR-41-GH-8724,2020-08-07 12:11:40.788817,2020-08-07 12:34:58.788817,Fri
482,C185,DL-04-WQ-6109,2020-08-07 12:11:40.675298,2020-08-07 12:54:07.675298,Fri
483,C191,CH-47-AM-8287,2020-08-07 12:33:33.120402,2020-08-07 13:07:23.120402,Fri
484,C193,SK-63-UM-9026,2020-08-07 12:11:40.517395,2020-08-07 12:36:17.517395,Fri
485,C195,KL-40-BP-5354,2020-08-07 12:46:18.136929,2020-08-07 14:43:31.136929,Fri
486,D1,TS-45-ED-3065,2020-08-07 12:47:16.030823,2020-08-07 14:17:50.030823,Fri
487,D15,UK-69-FR-3039,2020-08-07 12:11:40.737571,2020-08-07 13:42:43.737571,Fri
488,D20,SK-04-SR-5497,2020-08-07 12:11:40.541339,2020-08-07 13:13:36.541339,Fri
489,D22,JK-43-UZ-0999,2020-08-07 12:11:40.714168,2020-08-07 12:58:01.714168,Fri
490,D23,JK-39-PG-0758,2020-08-07 12:11:40.710679,2020-08-07 13:24:51.710679,Fri
491,D25,JK-00-YX-8178,2020-08-07 12:11:40.531657,2020-08-07 13:57:12.531657,Fri
492,D28,MH-95-TA-9344,2020-08-07 12:11:40.648405,2020-08-07 13:32:08.648405,Fri
493,D29,PB-50-GR-4358,2020-08-07 13:11:57.113607,2020-08-07 14:25:45.113607,Fri
494,D31,MN-41-SU-8494,2020-08-07 12:11:40.529298,2020-08-07 12:23:23.529298,Fri
495,D38,MP-72-JZ-4286,2020-08-07 12:11:40.844439,2020-08-07 13:55:10.844439,Fri
496,D40,CH-32-LW-5663,2020-08-07 12:11:40.798936,2020-08-07 13:12:07.798936,Fri
497,D41,WB-77-DE-1506,2020-08-07 12:11:40.490734,2020-08-07 13:16:16.490734,Fri
498,D44,TN-73-QV-8156,2020-08-07 12:11:40.478033,2020-08-07 13:49:02.478033,Fri
499,D47,TN-90-GS-0118,2020-08-07 13:01:18.865330,2020-08-07 13:30:34.865330,Fri
500,D54,TR-15-BQ-1240,2020-08-07 12:11:40.759470,2020-08-07 12:58:05.759470,Fri
501,D60,AN-59-YV-2949,2020-08-07 12:11:40.643580,2020-08-07 12:14:21.643580,Fri
502,D71,OD-92-KD-3334,2020-08-07 12:11:40.555333,2020-08-07 13:51:16.555333,Fri
503,D73,MZ-74-WJ-4663,2020-08-07 12:11:40.650773,2020-08-07 12:31:53.650773,Fri
504,D80,TS-99-MJ-5994,2020-08-07 12:11:40.897408,2020-08-07 12:53:33.897408,Fri
505,D82,JK-91-YP-4676,2020-08-07 12:11:40.689662,2020-08-07 12:13:17.689662,Fri
506,D83,TN-38-BX-1156,2020-08-07 13:01:00.141927,2020-08-07 14:55:37.141927,Fri
507,D85,KL-21-WN-5528,2020-08-07 12:11:40.837568,2020-08-07 14:06:24.837568,Fri
508,D89,LA-51-EK-7012,2020-08-07 12:11:40.474089,2020-08-07 13:05:34.474089,Fri
509,D91,GA-00-EU-7033,2020-08-07 12:11:40.904678,2020-08-07 13:27:02.904678,Fri
510,D96,TS-85-XX-7181,2020-08-07 12:11:40.519829,2020-08-07 13:58:59.519829,Fri
511,D98,AN-64-XP-2567,2020-08-07 14:09:32.042427,2020-08-07 14:37:01.042427,Fri
512,D121,MH-07-HO-4708,2020-08-07 12:11:40.701640,2020-08-07 13:12:49.701640,Fri
513,D125,MH-48-IS-3812,2020-08-07 12:11:40.515081,2020-08-07 14:04:44.515081,Fri
514,D128,PB-60-BT-5366,2020-08-07 12:11:40.808926,2020-08-07 13:56:16.808926,Fri
515,D132,HP-41-EX-1377,2020-08-07 13:36:00.229777,2020-08-07 15:01:00.229777,Fri
516,D136,PY-43-AZ-3607,2020-08-07 13:02:03.204304,2020-08-07 14:56:08.204304,Fri
517,D141,ML-77-KQ-5534,2020-08-07 12:11:40.667384,2020-08-07 12:52:18.667384,Fri
518,D151,TS-61-FH-0736,2020-08-07 12:11:40.717039,2020-08-07 12:14:41.717039,Fri
519,D152,JH-47-IG-5524,2020-08-07 12:11:40.607087,2020-08-07 13:12:03.607087,Fri
520,D154,AS-01-SF-9717,2020-08-07 12:11:40.500483,2020-08-07 12:57:42.500483,Fri
521,D156,AS-27-FB-8353,2020-08-07 13:09:39.911700,2020-08-07 14:28:54.911700,Fri
522,D166,MP-88-WG-9743,2020-08-07 12:11:40.850247,2020-08-07 12:24:08.850247,Fri
523,D172,TR-28-BW-4773,2020-08-07 13:26:33.266682,2020-08-07 15:08:43.266682,Fri
524,D174,KA-97-GO-8589,2020-08-07 12:11:40.723592,2020-08-07 13:10:26.723592,Fri
525,D177,MN-15-XQ-6824,2020-08-07 13:32:35.216191,2020-08-07 14:37:30.216191,Fri
526,D186,TS-32-QF-1509,2020-08-07 12:11:40.536379,2020-08-07 12:55:27.536379,Fri
527,D192,JK-98-EE-9813,2020-08-07 14:13:24.052185,2020-08-07 14:32:25.052185,Fri
528,D194,WB-24-BY-0306,2020-08-07 13:07:33.919001,2020-08-07 13:27:55.919001,Fri
529,D200,AR-09-JJ-6134,2020-08-07 12:11:40.852750,2020-08-07 13:44:03.852750,Fri
530,A5,TN-69-JF-9123,2020-08-08 12:11:51.357916,2020-08-08 13:22:04.357916,Sat
531,A11,UP-66-ZD-1365,2020-08-08 12:11:51.410505,2020-08-08 12:42:21.410505,Sat
532,A17,OD-12-YT-9257,2020-08-08 12:11:51.405854,2020-08-08 13:48:47.405854,Sat
533,A37,AR-52-XE-3307,2020-08-08 12:11:51.584684,2020-08-08 12:49:31.584684,Sat
